StartNode;EndNode;Distance;Time;Nodes visited
79720;10118;227009,8;61;164656
29452;84055;151446,1;23;60556
5578;3685;76809,96;4;14485
21020;49987;117471,3;17;45725
24150;105569;265699,1;62;170285
31405;111725;95687,2;24;69491
100062;12491;67753,67;14;31265
3437;95267;43183,84;16;21738
23139;67840;198635,8;46;117001
25099;238;221957,1;55;143271
49593;43556;116342,5;12;34297
94212;89369;82564,26;25;70862
93804;17977;124987,8;59;125026
85685;979;168707,6;56;146946
40640;42566;135136,9;39;111205
26424;90978;23292;4;12726
544;2624;289706;72;204659
32251;97217;314127,4;123;296690
99156;56640;128157,6;19;55265
24023;9440;126567,1;31;92505
99354;92028;148801,7;57;162702
104895;2285;273923,4;80;235160
20766;108229;147284,5;70;159378
45471;82639;27981,79;7;20896
105281;68599;245485,8;84;215504
55743;90107;80022,3;35;83665
64426;36163;215223,2;74;179233
25015;83552;79233,07;31;80523
103535;29900;304754,8;115;257524
23572;3043;193817,4;69;199487
77994;23170;25366,99;13;38480
64929;102531;69764,81;11;33732
85300;9083;228411,2;74;213871
11947;812;201587,1;106;258250
63016;39613;294971,3;64;190009
82375;82151;314841,1;77;219968
89907;40152;243312,9;78;218240
57893;6766;155752;121;136021
68602;99267;160829;135;196325
9390;85732;20364,85;5;14093
100514;50009;235600,5;51;140326
26552;78072;168015,5;49;123609
91301;62390;149148,4;73;175406
107373;69255;361006,1;113;255156
33067;20980;31197,74;11;29978
45138;76184;302758,5;90;236578
27099;2364;120532,2;47;125796
30676;11682;127528,9;37;102943
96282;44658;267395,1;71;161669
19623;65667;35320,26;2;7276
99916;87284;17749,16;3;9882
200;24273;303516,9;99;275390
91962;18249;79022,45;9;26239
15165;11608;11090,39;8;22870
74989;37997;100358;41;100522
30537;74948;258098,9;102;229879
13780;92889;101637;25;73842
2017;35291;239891,8;59;170577
96223;47566;274810,3;76;216193
23203;625;227439,5;60;175035
45932;13119;329622,1;108;275078
49083;68926;381091,4;90;264300
108706;95401;301370,3;92;254834
61250;56920;274331,8;64;188834
2984;41538;63980,73;7;23469
97114;57414;299385,2;59;176880
99508;13229;264038,9;63;191454
49809;2278;93020,14;20;44512
99802;73051;111407,4;39;107204
47225;95765;219195,3;48;140420
107957;108762;68717,36;15;46509
104134;83882;252232,2;78;228029
62403;47901;156193,3;35;104748
347;109076;226790,6;125;176567
29151;48716;167807,3;126;154891
21455;18998;260138,2;49;144074
19735;86796;223099,7;67;197803
38200;44965;311486,9;88;228329
29259;110252;109915,9;57;110260
38582;62834;13230,97;5;11417
64050;18069;106845,3;20;51968
